attempt_directory,sequence_id,pattern,arm,repetition,id,index,status,workload_label,request_wall_seconds,selected_model_size,model_decision_source,memory_required,memory_decision_source,actual_final_generator,all_generator_calls,backend_generation_calls,requested_generation_calls,backend_classifier_calls,generation_tokens_known_calls,generation_output_tokens_all_calls,final_generation_output_tokens,classifier_output_tokens,all_backend_output_tokens,final_generator_gpu_allocation_fraction,residency_before,residency_after,residency_condition,previous_generator,following_turn_of_condition,return_to_small,after_small_return,first_backend_caller,application_answer_constraint,literal_speech_schema_constrained,generation_policy,fallback_from_model,quality_label,correct,all_backend_load_duration_seconds,all_backend_prompt_eval_duration_seconds,all_backend_eval_duration_seconds,all_backend_total_duration_seconds,generation_backend_load_duration_seconds,generation_backend_prompt_eval_duration_seconds,generation_backend_eval_duration_seconds,generation_backend_total_duration_seconds,classifier_backend_load_duration_seconds,classifier_backend_prompt_eval_duration_seconds,classifier_backend_eval_duration_seconds,classifier_backend_total_duration_seconds,exclusive_unaccounted_seconds,exclusive_other_instrumented_seconds,exclusive_deterministic_routing_and_bookkeeping_seconds,exclusive_answer_generation_seconds,exclusive_eviction_seconds,exclusive_residency_audit_seconds,exclusive_validation_seconds,exclusive_memory_classifier_seconds,exclusive_retrieval_seconds
ro_dddd_1_r1_adaptive,ro_dddd_1,DDDD,adaptive,1,ro_dddd_1_t1,1,ok,D,42.232276798,large,lightweight_large,False,policy_general,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,0,1,55,55,0,55,0.662442003615788,[],"[""qwen3:1.7b""]",cold_start,,,False,False,generation,False,False,,,,,22.678498764,0.75676,18.572858,42.022626367,22.678498764,0.75676,18.572858,42.022626367,0,0,0,0,0.004327864,0.030234372,0.032388657,42.121706619,0.027386059,0.009394143,0.006839084,,
ro_dddd_1_r1_adaptive,ro_dddd_1,DDDD,adaptive,1,ro_dddd_1_t2,2,ok,D,40.074960117,large,lightweight_large,False,resident_model,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,1,1,88,88,13,101,0.662442003615788,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,cold_start,False,False,memory_selector,False,False,,,,,0.005367981000000001,1.658757,38.009378999999996,39.834865584999996,0.002234221,0.474142,34.004405,34.590516335,0.00313376,1.184615,4.004974,5.24434925,0.005009094,0.025549513,0.032551929,34.669822883,,0.014448839,0.004144629,5.32343323,
ro_dddd_1_r1_adaptive,ro_dddd_1,DDDD,adaptive,1,ro_dddd_1_t3,3,ok,D,16.116710441,large,lightweight_large,False,resident_model,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,1,1,43,43,13,56,0.662442003615788,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,memory_selector,False,False,,,,,0.004146612,0.875588,14.806598999999999,15.889494359,0.002035273,0.580073,10.369133,11.051129633,0.002111339,0.295515,4.437466,4.838364726,0.005653492,0.021641979,0.03334254,11.125646105,,0.01546755,0.005923162,4.909035613,
ro_dddd_1_r1_adaptive,ro_dddd_1,DDDD,adaptive,1,ro_dddd_1_t4,4,ok,D,24.723052806,large,lightweight_large,False,resident_model,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,1,1,38,38,13,51,0.662442003615788,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,memory_selector,False,False,,,,,0.0045130510000000006,0.766656,23.515539,24.486632557,0.002282094,0.546168,14.372895,15.026411251,0.002230957,0.220488,9.142644,9.460221306,0.00518849,0.023619525,0.027984638,15.106809896,,0.013515095,0.005025,9.540910162,
ro_dddd_1_r1_large,ro_dddd_1,DDDD,large,1,ro_dddd_1_t1,1,ok,D,53.748296533,large,fixed_generator,False,policy_general,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,0,1,55,55,0,55,0.6384910054646055,[],"[""qwen3:1.7b""]",cold_start,,,False,False,generation,False,False,fixed_generator,,,,23.932819343,0.770177,28.88695,53.602596452,23.932819343,0.770177,28.88695,53.602596452,0,0,0,0,0.005649329,0.025528026,0.020789468,53.68128032,,0.008713583,0.006335807,,
ro_dddd_1_r1_large,ro_dddd_1,DDDD,large,1,ro_dddd_1_t2,2,ok,D,20.512820514,large,fixed_generator,False,fixed_model,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,1,1,88,88,13,101,0.6384910054646055,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,cold_start,False,False,memory_selector,False,False,fixed_generator,,,,0.004379544,1.715944,18.357627,20.280886334,0.001840997,0.453819,16.900219,17.461917265,0.002538547,1.262125,1.457408,2.818969069,0.004628573,0.023276306,0.019215904,17.544278563,,0.014956652,0.007747804,2.898716712,
ro_dddd_1_r1_large,ro_dddd_1,DDDD,large,1,ro_dddd_1_t3,3,ok,D,18.736951574,large,fixed_generator,False,fixed_model,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,1,1,43,43,13,56,0.6384910054646055,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,memory_selector,False,False,fixed_generator,,,,0.005099175,0.8808860000000001,17.425379,18.508314435,0.001857638,0.623275,11.580248,12.304170564,0.003241537,0.257611,5.845131,6.204143871,0.004664574,0.021897178,0.020783392,12.38266203,,0.017549121,0.004816993,6.284578286,
ro_dddd_1_r1_large,ro_dddd_1,DDDD,large,1,ro_dddd_1_t4,4,ok,D,19.282057729,large,fixed_generator,False,fixed_model,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,1,1,38,38,13,51,0.6384910054646055,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,memory_selector,False,False,fixed_generator,,,,0.004883746,0.710322,18.147028,19.06820926,0.002747031,0.491319,12.954337,13.554196651,0.002136715,0.219003,5.192691,5.514012609,0.006408033,0.023925827,0.017590626,13.626645056,,0.015684476,0.005472014,5.586331697,
ro_dddd_1_r1_replay,ro_dddd_1,DDDD,replay,1,ro_dddd_1_t1,1,ok,D,63.305060091,large,lightweight_large,False,policy_general,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,0,1,55,55,0,55,0.6384910054646055,[],"[""qwen3:1.7b""]",cold_start,,,False,False,generation,False,False,,,,,25.840000305,0.851589,36.437693,63.142135473,25.840000305,0.851589,36.437693,63.142135473,0,0,0,0,0.005170764,0.02560533,0.013828733,63.228255877,0.018160567,0.007889412,0.006149408,,
ro_dddd_1_r1_replay,ro_dddd_1,DDDD,replay,1,ro_dddd_1_t2,2,ok,D,30.399399318,large,lightweight_large,False,resident_model,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,0,1,88,88,0,88,0.6384910054646055,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,cold_start,False,False,generation,False,False,,,,,0.002611158,0.48043,29.745423,30.271217453,0.002611158,0.48043,29.745423,30.271217453,0,0,0,0,0.005999933,0.023541064,0.012999822,30.343371305,,0.006694668,0.006792526,,
ro_dddd_1_r1_replay,ro_dddd_1,DDDD,replay,1,ro_dddd_1_t3,3,ok,D,19.575238967,large,lightweight_large,False,resident_model,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,0,1,43,43,0,43,0.6384910054646055,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,generation,False,False,,,,,0.002965821,0.654866,18.728845,19.438825117,0.002965821,0.654866,18.728845,19.438825117,0,0,0,0,0.004281465,0.021949866,0.01423812,19.519081541,,0.007984903,0.007703072,,
ro_dddd_1_r1_replay,ro_dddd_1,DDDD,replay,1,ro_dddd_1_t4,4,ok,D,7.747060287,large,lightweight_large,False,resident_model,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,0,1,38,38,0,38,0.6384910054646055,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,generation,False,False,,,,,0.002049675,0.57647,6.96466,7.612449703,0.002049675,0.57647,6.96466,7.612449703,0,0,0,0,0.005939803,0.021970507,0.014564656,7.68939086,,0.008715478,0.006478983,,
ro_dddd_1_r1_small,ro_dddd_1,DDDD,small,1,ro_dddd_1_t1,1,ok,D,10.176741946,small,fixed_generator,False,policy_general,qwen3:0.6b,"[""qwen3:0.6b""]",1,1,0,1,42,42,0,42,1.0,[],"[""qwen3:0.6b""]",cold_start,,,False,False,generation,False,False,fixed_generator,,,,8.459617423,0.398902,1.149349,10.024628933,8.459617423,0.398902,1.149349,10.024628933,0,0,0,0,0.004835199,0.027674689,0.020435474,10.110308318,,0.007299056,0.00618921,,
ro_dddd_1_r1_small,ro_dddd_1,DDDD,small,1,ro_dddd_1_t2,2,ok,D,2.43408285,small,fixed_generator,False,fixed_model,qwen3:0.6b,"[""qwen3:0.6b""]",1,1,1,1,43,43,13,56,1.0,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,cold_start,False,False,memory_selector,False,False,fixed_generator,,,,0.0046771799999999995,0.587703,1.478643,2.201163822,0.001802531,0.07897,1.107022,1.26693054,0.002874649,0.508733,0.371621,0.934233282,0.007351153,0.025058352,0.019032823,1.342053077,,0.014692162,0.005907285,1.019987998,
ro_dddd_1_r1_small,ro_dddd_1,DDDD,small,1,ro_dddd_1_t3,3,ok,D,2.04613918,small,fixed_generator,False,fixed_model,qwen3:0.6b,"[""qwen3:0.6b""]",1,1,1,1,40,40,13,53,1.0,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,resident_same_model,False,False,memory_selector,False,False,fixed_generator,,,,0.005435628,0.147222,1.4827780000000002,1.8036997380000002,0.002569363,0.088348,1.119518,1.297215052,0.002866265,0.058874,0.36326,0.506484686,0.004843519,0.023089321,0.021747916,1.379804395,,0.016122206,0.004531705,0.596000118,
ro_dddd_1_r1_small,ro_dddd_1,DDDD,small,1,ro_dddd_1_t4,4,ok,D,2.167346967,small,fixed_generator,False,fixed_model,qwen3:0.6b,"[""qwen3:0.6b""]",1,1,1,1,45,45,13,58,1.0,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,resident_same_model,False,False,memory_selector,False,False,fixed_generator,,,,0.004108081,0.22500900000000001,1.51064,1.9355277000000002,0.002134602,0.163026,1.120664,1.376604374,0.001973479,0.061983,0.389976,0.558923326,0.005787347,0.024901547,0.018255177,1.456098296,,0.017609436,0.006919081,0.637776083,
ro_dddd_2_r1_adaptive,ro_dddd_2,DDDD,adaptive,1,ro_dddd_2_t1,1,ok,D,41.275758825,large,lightweight_large,False,resident_model,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,1,1,35,35,13,48,0.6145400071099308,[],"[""qwen3:1.7b""]",cold_start,,,False,False,memory_selector,False,False,,,,,23.459528086,1.748767,15.671004,40.983358357,0.002013867,0.570537,12.844765,13.494687575,23.457514219,1.17823,2.826239,27.488670782,0.00582486,0.026744601,0.041783514,13.568219797,0.027393702,0.016941098,0.005982784,27.582868469,
ro_dddd_2_r1_adaptive,ro_dddd_2,DDDD,adaptive,1,ro_dddd_2_t2,2,ok,D,15.926363778,large,lightweight_large,False,resident_model,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,1,1,30,30,17,47,0.6145400071099308,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,cold_start,False,False,memory_selector,False,False,,,,,0.004279484,0.858782,14.680037,15.643789912999999,0.002447861,0.410494,10.255124,10.729415133,0.001831623,0.448288,4.424913,4.91437478,0.006373992,0.025424862,0.03798065,10.841705943,,0.015609005,0.007096568,4.992172758,
ro_dddd_2_r1_adaptive,ro_dddd_2,DDDD,adaptive,1,ro_dddd_2_t3,3,ok,D,25.781437469,large,lightweight_large,False,resident_model,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,1,1,63,63,13,76,0.6145400071099308,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,memory_selector,False,False,,,,,0.005156974,0.7408699999999999,24.589391,25.545309264,0.002288689,0.516311,17.683677,18.314261478,0.002868285,0.224559,6.905714,7.231047786,0.004636387,0.024164772,0.029468405,18.38805486,,0.018024288,0.004940489,7.312148268,
ro_dddd_2_r1_adaptive,ro_dddd_2,DDDD,adaptive,1,ro_dddd_2_t4,4,ok,D,19.994423703,large,lightweight_large,False,resident_model,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,1,1,45,45,13,58,0.6145400071099308,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,memory_selector,False,False,,,,,0.00553279,0.781915,18.733305,19.739006377000003,0.002533462,0.546594,13.847076,14.511737908,0.002999328,0.235321,4.886229,5.227268469,0.004564929,0.023934719,0.035993825,14.589226635,,0.021599822,0.004348221,5.314755552,
ro_dddd_2_r1_large,ro_dddd_2,DDDD,large,1,ro_dddd_2_t1,1,ok,D,47.632983505,large,fixed_generator,False,fixed_model,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,1,1,35,35,13,48,0.5886331604106347,[],"[""qwen3:1.7b""]",cold_start,,,False,False,memory_selector,False,False,fixed_generator,,,,23.593311889,1.8315679999999999,21.823197,47.380663883,0.002960159,0.559813,14.394632,15.060428458,23.59035173,1.271755,7.428565,32.320235425,0.005982782,0.027101435,0.02871286,15.141384661,,0.016742881,0.007609921,32.405448965,
ro_dddd_2_r1_large,ro_dddd_2,DDDD,large,1,ro_dddd_2_t2,2,ok,D,15.365938999,large,fixed_generator,False,fixed_model,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,1,1,30,30,17,47,0.5886331604106347,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,cold_start,False,False,memory_selector,False,False,fixed_generator,,,,0.004646114,0.890756,14.142098,15.142435207,0.002169326,0.412232,6.166127,6.642337544,0.002476788,0.478524,7.975971,8.500097663,0.006199843,0.022977413,0.021457894,6.717446298,,0.01591912,0.00494356,8.576994871,
ro_dddd_2_r1_large,ro_dddd_2,DDDD,large,1,ro_dddd_2_t3,3,ok,D,22.954188427,large,fixed_generator,False,fixed_model,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,1,1,61,61,13,74,0.5886331604106347,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,memory_selector,False,False,fixed_generator,,,,0.005199182,0.752476,21.757835,22.711615459,0.002767803,0.446089,17.321664,17.884060757,0.002431379,0.306387,4.436171,4.827554702,0.004972074,0.024069308,0.021098974,17.969917772,,0.01728811,0.006219908,4.910622281,
ro_dddd_2_r1_large,ro_dddd_2,DDDD,large,1,ro_dddd_2_t4,4,ok,D,31.670474041,large,fixed_generator,False,fixed_model,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,1,1,45,45,13,58,0.5886331604106347,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,memory_selector,False,False,fixed_generator,,,,0.006023775,0.8164020000000001,30.385803,31.427924715000003,0.002917501,0.526575,23.085469,23.733889647,0.003106274,0.289827,7.300334,7.694035068,0.004449598,0.024145119,0.023230508,23.810277377,,0.019975592,0.006520682,7.781875165,
ro_dddd_2_r1_replay,ro_dddd_2,DDDD,replay,1,ro_dddd_2_t1,1,ok,D,32.315069366,large,lightweight_large,False,resident_model,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,0,1,35,35,0,35,0.662442003615788,[],"[""qwen3:1.7b""]",cold_start,,,False,False,generation,False,False,,,,,23.273366041,0.704575,8.141925,32.132312266,23.273366041,0.704575,8.141925,32.132312266,0,0,0,0,0.005784637,0.028888265,0.020664955,32.223523054,0.022378783,0.00750272,0.006326952,,
ro_dddd_2_r1_replay,ro_dddd_2,DDDD,replay,1,ro_dddd_2_t2,2,ok,D,7.379109481,large,lightweight_large,False,resident_model,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,0,1,30,30,0,30,0.662442003615788,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,cold_start,False,False,generation,False,False,,,,,0.002832285,0.379585,6.829271,7.226982124,0.002832285,0.379585,6.829271,7.226982124,0,0,0,0,0.006671087,0.0237607,0.024865846,7.308882952,,0.008693402,0.006235494,,
ro_dddd_2_r1_replay,ro_dddd_2,DDDD,replay,1,ro_dddd_2_t3,3,ok,D,20.102366791,large,lightweight_large,False,resident_model,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,0,1,63,63,0,63,0.662442003615788,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,generation,False,False,,,,,0.002188015,0.387968,19.544183,19.956909944,0.002188015,0.387968,19.544183,19.956909944,0,0,0,0,0.00475991,0.026450838,0.015667472,20.044023717,,0.006811794,0.00465306,,
ro_dddd_2_r1_replay,ro_dddd_2,DDDD,replay,1,ro_dddd_2_t4,4,ok,D,12.574013972,large,lightweight_large,False,resident_model,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,0,1,45,45,0,45,0.662442003615788,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,generation,False,False,,,,,0.003200324,0.492523,11.872909,12.426056493,0.003200324,0.492523,11.872909,12.426056493,0,0,0,0,0.005987008,0.024132839,0.015705937,12.512883156,,0.00820152,0.007103512,,
ro_dddd_2_r1_small,ro_dddd_2,DDDD,small,1,ro_dddd_2_t1,1,ok,D,12.368298365,small,fixed_generator,False,fixed_model,qwen3:0.6b,"[""qwen3:0.6b""]",1,1,1,1,62,62,13,75,1.0,[],"[""qwen3:0.6b""]",cold_start,,,False,False,memory_selector,False,False,fixed_generator,,,,9.251253366,0.6446189999999999,2.15865,12.137584474999999,0.001929961,0.162731,1.754477,1.976069348,9.249323405,0.481888,0.404173,10.161515127,0.006357926,0.026912179,0.024180923,2.048061513,,0.014468814,0.009670155,10.238646855,
ro_dddd_2_r1_small,ro_dddd_2,DDDD,small,1,ro_dddd_2_t2,2,ok,D,2.3155109,small,fixed_generator,False,fixed_model,qwen3:0.6b,"[""qwen3:0.6b""]",1,1,1,1,44,44,17,61,1.0,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,cold_start,False,False,memory_selector,False,False,fixed_generator,,,,0.003914674,0.209669,1.749298,2.052780786,0.001983146,0.061625,1.206989,1.332826465,0.001931528,0.148044,0.542309,0.719954321,0.004988455,0.030540321,0.019593114,1.419620956,,0.021579908,0.015163934,0.804024212,
ro_dddd_2_r1_small,ro_dddd_2,DDDD,small,1,ro_dddd_2_t3,3,ok,D,2.914311144,small,fixed_generator,False,fixed_model,qwen3:0.6b,"[""qwen3:0.6b""]",1,1,1,1,69,69,13,82,1.0,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,resident_same_model,False,False,memory_selector,False,False,fixed_generator,,,,0.005845146,0.104369,2.400144,2.649727836,0.003064064,0.059325,2.059081,2.19356509,0.002781082,0.045044,0.341063,0.456162746,0.005784857,0.030529601,0.023060067,2.277685031,,0.019909377,0.008613204,0.548729007,
ro_dddd_2_r1_small,ro_dddd_2,DDDD,small,1,ro_dddd_2_t4,4,ok,D,1.422443937,small,fixed_generator,False,fixed_model,qwen3:0.6b,"[""qwen3:0.6b""]",1,1,1,1,19,19,13,32,1.0,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,resident_same_model,False,False,memory_selector,False,False,fixed_generator,,,,0.004073045,0.15599000000000002,0.8802890000000001,1.176589662,0.001879207,0.097628,0.523549,0.695270674,0.002193838,0.058362,0.35674,0.481318988,0.005174669,0.02308202,0.024264381,0.785826557,,0.017802389,0.006595082,0.559698839,
ro_dddd_3_r1_large,ro_dddd_3,DDDD,large,1,ro_dddd_3_t1,1,ok,D,41.107489837,large,fixed_generator,True,policy_personal,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,0,1,62,62,0,62,0.6384910054646055,[],"[""qwen3:1.7b""]",cold_start,,,False,False,generation,False,False,fixed_generator,,,,24.385195908,0.750085,15.703162,40.855149925,24.385195908,0.750085,15.703162,40.855149925,0,0,0,0,0.0047232,0.037024467,0.017706501,40.935341103,,0.008873999,0.017038988,,0.086781579
ro_dddd_3_r1_large,ro_dddd_3,DDDD,large,1,ro_dddd_3_t2,2,ok,D,23.779893483,large,fixed_generator,True,policy_personal,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,0,1,75,75,0,75,0.6384910054646055,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,cold_start,False,False,generation,False,False,fixed_generator,,,,0.002029111,0.289072,23.228036,23.534768185,0.002029111,0.289072,23.228036,23.534768185,0,0,0,0,0.005836861,0.037396368,0.019335434,23.623790616,,0.009911786,0.010436024,,0.073186394
ro_dddd_3_r1_large,ro_dddd_3,DDDD,large,1,ro_dddd_3_t3,3,ok,D,26.549969303,large,fixed_generator,True,policy_personal,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,0,1,74,74,0,74,0.6384910054646055,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,generation,False,False,fixed_generator,,,,0.001768079,0.410228,25.87459,26.302442749,0.001768079,0.410228,25.87459,26.302442749,0,0,0,0,0.004855457,0.060735158,0.014954194,26.381587872,,0.007457926,0.01473124,,0.065647456
ro_dddd_3_r1_large,ro_dddd_3,DDDD,large,1,ro_dddd_3_t4,4,interrupted,D,27.544813412,large,fixed_generator,True,policy_personal,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,0,1,100,100,0,100,0.6384910054646055,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,generation,,False,,,,,0.001712942,0.363446,26.859122,27.30834653,0.001712942,0.363446,26.859122,27.30834653,0,0,0,0,0.005688342,0.03636298,0.019366563,27.385423646,,0.009788258,0.0127524,,0.075431223
ro_dddd_3_r1_small,ro_dddd_3,DDDD,small,1,ro_dddd_3_t1,1,ok,D,11.272536751,small,fixed_generator,True,policy_personal,qwen3:0.6b,"[""qwen3:0.6b""]",1,1,0,1,65,65,0,65,1.0,[],"[""qwen3:0.6b""]",cold_start,,,False,False,generation,False,False,fixed_generator,,,,8.706749935,0.310247,1.924294,10.959112757,8.706749935,0.310247,1.924294,10.959112757,0,0,0,0,0.007137479,0.042695763,0.019458053,11.042181719,,0.007743673,0.013216819,,0.140103245
ro_dddd_3_r1_small,ro_dddd_3,DDDD,small,1,ro_dddd_3_t2,2,ok,D,2.438171556,small,fixed_generator,True,policy_personal,qwen3:0.6b,"[""qwen3:0.6b""]",1,1,0,1,75,75,0,75,1.0,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,cold_start,False,False,generation,False,False,fixed_generator,,,,0.002530503,0.070648,2.102424,2.186891194,0.002530503,0.070648,2.102424,2.186891194,0,0,0,0,0.003939918,0.038601627,0.023333327,2.268025695,,0.007047237,0.012053234,,0.085170518
ro_dddd_3_r1_small,ro_dddd_3,DDDD,small,1,ro_dddd_3_t3,3,ok,D,3.329436228,small,fixed_generator,True,policy_personal,qwen3:0.6b,"[""qwen3:0.6b""]",1,1,0,1,105,105,0,105,1.0,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,resident_same_model,False,False,generation,False,False,fixed_generator,,,,0.00172504,0.095239,2.981364,3.092144649,0.00172504,0.095239,2.981364,3.092144649,0,0,0,0,0.005118224,0.042939026,0.013714273,3.171267987,,0.011385439,0.013746465,,0.071264814
ro_dddd_3_r1_small,ro_dddd_3,DDDD,small,1,ro_dddd_3_t4,4,ok,D,2.921805186,small,fixed_generator,True,policy_personal,qwen3:0.6b,"[""qwen3:0.6b""]",1,1,0,1,91,91,0,91,1.0,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,resident_same_model,False,False,generation,False,False,fixed_generator,,,,0.001504106,0.079426,2.572867,2.696166037,0.001504106,0.079426,2.572867,2.696166037,0,0,0,0,0.004505758,0.030642874,0.014476629,2.768933578,,0.007127176,0.01721773,,0.078901441
ro_eeee_1_r1_adaptive,ro_eeee_1,EEEE,adaptive,1,ro_eeee_1_t1,1,ok,E,11.732018023,small,lightweight_small,False,resident_model,qwen3:0.6b,"[""qwen3:0.6b""]",1,1,1,1,37,37,13,50,1.0,[],"[""qwen3:0.6b""]",cold_start,,,False,False,memory_selector,False,False,,,,,9.402230354999999,0.5576030000000001,1.427406,11.462643849,0.003795635,0.137967,1.0216,1.22027517,9.39843472,0.419636,0.405806,10.242368679,0.004618621,0.022617711,0.03416074,1.298428759,0.023677369,0.014992041,0.004865857,10.328656925,
ro_eeee_1_r1_adaptive,ro_eeee_1,EEEE,adaptive,1,ro_eeee_1_t2,2,ok,E,1.713651731,small,lightweight_small,False,resident_model,qwen3:0.6b,"[""qwen3:0.6b""]",1,1,1,1,32,32,13,45,1.0,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,cold_start,False,False,memory_selector,False,False,,,,,0.005242406,0.101553,1.229859,1.465438676,0.002574466,0.044122,0.888921,0.997834528,0.00266794,0.057431,0.340938,0.467604148,0.006379958,0.021344543,0.027505264,1.079968781,,0.017788718,0.005044548,0.555619919,
ro_eeee_1_r1_adaptive,ro_eeee_1,EEEE,adaptive,1,ro_eeee_1_t3,3,ok,E,1.669972761,small,lightweight_small,False,resident_model,qwen3:0.6b,"[""qwen3:0.6b""]",1,1,1,1,33,33,13,46,1.0,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,resident_same_model,False,False,memory_selector,False,False,,,,,0.004320506,0.074808,1.2473260000000002,1.437127523,0.001714359,0.040197,0.927478,1.025347277,0.002606147,0.034611,0.319848,0.411780246,0.004063414,0.022203691,0.028175194,1.092010316,,0.018705563,0.005598987,0.499215596,
ro_eeee_1_r1_adaptive,ro_eeee_1,EEEE,adaptive,1,ro_eeee_1_t4,4,ok,E,1.778011064,small,lightweight_small,False,resident_model,qwen3:0.6b,"[""qwen3:0.6b""]",1,1,1,1,33,33,13,46,1.0,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,resident_same_model,False,False,memory_selector,False,False,,,,,0.004659518,0.080348,1.3028250000000001,1.518773881,0.001870873,0.046944,0.960497,1.080673876,0.002788645,0.033404,0.342328,0.438100005,0.004456349,0.032960379,0.034758643,1.160530502,,0.016523839,0.006377718,0.522403634,
ro_eeee_1_r1_large,ro_eeee_1,EEEE,large,1,ro_eeee_1_t1,1,ok,E,51.157983641,large,fixed_generator,False,fixed_model,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,1,1,28,28,13,41,0.4908689803011657,[],"[""qwen3:1.7b""]",cold_start,,,False,False,memory_selector,False,False,fixed_generator,,,,27.246700131,2.047385,21.512831,50.899158471999996,0.004760881,0.594726,15.952905,16.622756241,27.24193925,1.452659,5.559926,34.276402231,0.005920095,0.032387407,0.027291881,16.702441751,,0.015503011,0.006241347,34.368198149,
